premise_name,premise_city,premise_address1,premise_address2,premise_zip,premi se_state,premise_phone,geolocation
GREAT WRAPS,DURHAM,6910 FAYETTEVILLE RD 238,,27713,NC,(919) 641-4708,35.903599; -78.941906
DURHAM CO OP MARKET,DURHAM,1111 WEST CHAPEL HILL ST,,27701,NC,(919) 973-1707,35.996435; -78.916603
BELL MEADOWMONT APT,CHAPEL HILL,100 VILLAGE CROSSING DR,,27517,NC,(919) 918-1110,35.9039171; -79.0083216
BRIDGES AT SOUTHPOINT,DURHAM,7304 CALIBRE PARK DR,,27707,NC,,35.913596; -78.9602128
A & D BUFFALO'S,DURHAM,1058 W. CLUB BLVD SPACE 558,,27701,NC,,36.018111; -78.9102149
WASHINGTON DUKE INN  SPA,DURHAM,3001 CAMERON BLVD,,27709,NC,,35.9928636; -78.9474745
RESIDENCE INN,DURHAM,201 RESIDENCE INN BLVD,,27713,NC,,35.9041757; -78.8974251
JOHNSON'S HOUSE OF HOPE FAMILY CARE HOME,DURHAM,2509 ROLLING PINES AVENUE,,27703,NC,(919) 598-6416,35.933159; -78.840683
"DESTINY HOME, INC",DURHAM,630 RIPPLING STREAM ROAD,,27704,NC,(919) 477-4694,36.0740293; -78.9001992
WILLOWHAVEN COUNTRY CLUB,DURHAM,253 COUNTRY CLUB DRIVE,,27712,NC,,36.0693012; -78.9685804
A NEW BEGINNING II,DURHAM,1821 CHAPEL HILL ROAD,,27707,NC,(919) 489-0919,35.9892334; -78.9244534
BANH MI HA LONG,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27704,NC,(919) 807-1303,
THAI BOX ZING,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 909-4202,35.9819333; -78.8777813
KROGER R 374 MEAT MARKET,DURHAM,3420 SW DURHAM DR,,27707,NC,(919) 403-6945,35.9513832; -78.9882813
PRUITT HEALTH DURHAM,DURHAM,3100 ERWIN ROAD,,27705,NC,(919) 383-1546,36.0043053; -78.9508168
DUKE REGIONAL HOSPITAL,DURHAM,3643 N ROXBORO RD,,27704,NC,(919) 470-4000,36.0563119; -78.9033258
BRIGHT HORIZONS AT RTP SO-HI,DURHAM,2352 SO-HI DRIVE,,27703,NC,(919) 686-0080,35.9422151; -78.8718981
HOPE VALLEY PRESCHOOL,DURHAM,1600 W HWY 54,NELSAN HWY,27707,NC,(919) 493-0326,35.9179476; -78.9661393
CHILDCARE NETWORK  57,DURHAM,921 RUBY STREET,,27704,NC,(919) 220-8395,36.0225168; -78.9076316
CLUB BOULEVARD SCHOOL,DURHAM,400 CLUB BLVD,,27701,NC,(919) 560-3918,36.0191768; -78.8971466
LOWES GROVE MIDDLE SCHOOL,DURHAM,4418 S ALSTON AVE,,27713,NC,(919) 560-3946,35.9045436; -78.8912966
MERRICK MOORE SCHOOL,DURHAM,2325 CHEEK ROAD,,27704,NC,(919) 560-3925,36.0055656; -78.8522192
DUKE SCHOOL FOR CHILDREN,DURHAM,3716 ERWIN RD,,27705,NC,(919) 493-1827,36.000531; -78.967685
FOREST APARTMENTS,DURHAM,800 WHITE PINE DRIVE,,27705,NC,,36.0149824; -78.9660826
HOPE VALLEY FARMS SWIM AND RACQUET,DURHAM,4818 S ROXBORO ST,,27713,NC,,35.934; -78.938488
COMFORT SUITES HOTEL POOL,DURHAM,5219 PAGE ROAD,,27703,NC,,35.8799558; -78.8436546
LAKEMOOR APTS,DURHAM,205 KENT LAKE DRIVE,,27713,NC,,35.9427458; -78.9187095
PENRITH APTS,DURHAM,5216 G PERNITH DR,,27713,NC,,35.9277473; -78.8956692
MARRIOTT RTP,DURHAM,4700 GUARDIAN DR,,27703,NC,,35.892504; -78.8465931
EMERALD FOREST APTS,DURHAM,4512 EMERALD FOREST DR,,27713,NC,,35.9039037; -78.9053086
WYNDHAM GARDEN HOTEL,DURHAM,4020 S MIAMI BLVD,,27703,NC,,35.912321; -78.8506595
MARRIOTT RTP POOL,DURHAM,4700 GUARDIAN DRIVE,,27703,NC,,35.892504; -78.8465931
EASTWAY SAC CLUB,DURHAM,610 N ALSTON AVE,,27701,NC,(919) 287-5674,35.991234; -78.884721
J & J FISH & CHICKEN,DURHAM,1403 S MIAMI BLVD,,27703,NC,(919) 598-6000,35.9557672; -78.841161
CORE CATERING,DURHAM,4206 S ALSTON AVE,,27713,NC,(919) 349-1370,35.9147322; -78.8890411
OXFORD MANOR,DURHAM,3904-05 DEARBORN DR,,27704,NC,(919) 220-7637,36.0394902; -78.8866542
GONZA TACOS Y TEQUILA,DURHAM,604 FERNWAY AVE,,27701,NC,(919) 337-2239,35.99967; -78.9057679
EL COMPADRE,DURHAM,2900 HOLLOWAY ST(CHINO LATINO),,27703,NC,(919) 201-6273,
TOOTIE'S GRILL AND CAFE,DURHAM,2108 ANGIER AVE,,27703,NC,(919) 641-2177,35.9817448; -78.8774623
PANERA BREAD BAKERY CAFE #1749,DURHAM,737 NINTH STREET SUITE 200,,27705,NC,(314) 984-2634,36.009727; -78.9224296
MCDONALD'S 35265,DURHAM,5277 N ROXBORO ROAD,,27712,NC,(919) 471-9645,36.0763435; -78.9103156
CLUB BOULEVARD ELEMENTARY,DURHAM,400 WEST CLUB BOULEVARD,,27704,NC,(919) 560-3918,36.0191768; -78.8971466
ENZO'S PIZZA COMPANY,DURHAM,2608 ERWIN ROAD,,27705,NC,(919) 309-8421,36.0093049; -78.9448625
THE COTTON ROOM,DURHAM,807 E. MAIN ST.,,27701,NC,(919) 530-8380,35.9908126; -78.8902944
TOREROS #4,DURHAM,4600 DURHAM CHAPEL HILL BLVD,,27707,NC,(919) 489-6468,35.9618939; -78.9779035
SOUTHPOINT ACADEMY,DURHAM,7415 FAYETTEVILLE ROAD,,27713,NC,(919) 544-5652,35.8936114; -78.941814
COMA RICO,DURHAM,TAQUERIA ORELLANA 5300 N ROXBORO ROAD,,27712,NC,(857) 214-9326,36.0778924; -78.9098654
BRYSONS CHRISTIAN MONTESSORI  3,DURHAM,6701 GARRETT RD,,27707,NC,(919) 490-0287,35.924808; -78.960165
4D CHURCH DAY CARE,DURHAM,1515 CLERMONT RD,,27713,NC,(919) 544-3315,35.8934123; -78.9068587
HIBACHI 88,DURHAM,4900 NC HWY 55 UNIT 110,,27713,NC,(919) 864-8397,35.8992247; -78.8985816
BULKOGI TRUCK,DURHAM,3726 MAYFAIR ST.,,27707,NC,(847) 530-6910,35.968657; -78.953113
JUJU,DURHAM,737 NINTH ST SUITE 210,,27705,NC,(919) 286-3555,36.009727; -78.9224296
DURHAM HEAD START,DURHAM,215 W SEMINARY AVE,,27701,NC,(919) 688-5541,35.998907; -78.9003024
OTIS STREET GROUP HOME,DURHAM,2415 OTIS STREET,,27707,NC,(919) 956-7601,35.97047; -78.907982
GENTRY GROUP HOME,DURHAM,2219 GENTRY DRIVE,,27705,NC,(919) 383-1114,36.030041; -78.979241
DEVEREUX RESIDENTIAL SERVICES KINCAID,DURHAM,5 KINCAID COURT,,27703,NC,(919) 680-2729,35.98548; -78.852367
SOUTHWIND REHAB SPA,DURHAM,2309 SPARGER RD,,27705,NC,,36.0334927; -78.9815474
BRIDGING THE GAP LIME,DURHAM,2010 LIME STREET,,27704,NC,(919) 641-8378,36.0197216; -78.8523065
HILLANDALE GOLF COURSE,DURHAM,1600 HILLANDALE RD,,27705,NC,(919) 286-4211,36.0240203; -78.9353145
PANERA BREAD #1645,DURHAM,6702 FAYETTEVILLE RD,,27713,NC,(919) 286-3396,35.9058849; -78.9375782
TACOS LAURITA DC #83,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 672-1599,35.9819333; -78.8777813
SARGE'S CHEF ON WHEELS DC #68,DURHAM,2108 ANGIER AVE/ TOOTIES,,27703,NC,(919) 827-7308,36.002243; -78.8997334
MANNA CONCESSIONS DC #97,MIDDLESEX,125 HORSE CREEK TRAIL,,27557,NC,(919) 841-2527,35.7496889; -78.250912
THE LITTLE SCHOOL AT DUKE,DURHAM,1516 HULL AVE,,27705,NC,(919) 354-6600,36.002165; -78.9218845
MOLCAJATE DC # 131,DURHAM,2100 ANGIER AVE JOE’S DINER,,27703,NC,(919) 932-4638,35.9819333; -78.8777813
LANDON FARMS,DURHAM,1603 GREAT BEND DRIVE,,27704,NC,(919) 220-8856,36.0204472; -78.8530827
CARING HANDS,DURHAM,3112 TRIPOLLI ST,,27707,NC,(919) 479-6806,35.952409; -78.911179
CHAMPPS,DURHAM,8030 RENAISSANCE PKWY SUITE 885,,27713,NC,(619) 689-5000,35.9048455; -78.9448592
NC CATERING AND HOT DOGS,DURHAM,607 ELLIS ROAD ESSERS COMMISSARY,,27704,NC,(919) 671-1790,35.9708168; -78.8667609
FAMILY GREENS,DURHAM,6910 FAYETTEVILL ROAD SUITE 254    .,,27713,NC,(919) 308-8296,35.9034513; -78.9431065
DOGSTAR TATTOO CO.,DURHAM,807 E MAIN ST,,27701,NC,(434) 251-6735,35.9908126; -78.8902944
CANTEEN-COMPASS GROUP,DURHAM,1716 CAMDEN AVE,,27704,NC,(336) 309-8191,36.016557; -78.869479
COMMUNITY PRESCHOOL AT LAKEWOOD,DURHAM,1912 CHAPEL HILL RD,,27707,NC,,35.9881818; -78.9255106
INNERCOURT MINISTRIES,DURHAM,5228 N. ROXBORO RD.,,27712,NC,,36.073049; -78.908354
OFF & OUTREACH MISSION,DURHAM,3032 HOLLOWAY ST.,,27703,NC,,35.9857119; -78.8404332
COLONIAL APT.,DURHAM,2920 CHAPEL HILL,,27707,NC,,35.9706393; -78.9407908
KANGAROO EXPRESS 2720838,DURHAM,2503 APEX HWY,,27713,NC,(919) 596-7756,35.9554812; -78.8914247
CARING HANDS WILLOWBROOK,DURHAM,101 WILLOWBROOK DR.,,27703,NC,(919) 973-0350,35.9802736; -78.796556
CAROLINA ARBORS - INDOOR POOL,DURHAM,357 CAROLINA ARBORS DRIVE,,27703,NC,,35.9294347; -78.7842156
FAMILY FARE  262,DURHAM,4525 CHAPEL HILL BLVD,,27707,NC,(919) 489-5120,35.9656091; -78.9578636
MCDONALDS #5625,DURHAM,4717 NC HWY 55,,27713,NC,,35.9011611; -78.8952919
DURHAM PUBLIC LIBRARY,DURHAM,300 N ROXBORO ST,,27701,NC,(919) 560-0172,35.995092; -78.8966271
EG BROWN MEMORIAL DAYCARE,DURHAM,1118 HOLLOWAY ST,,27701,NC,(919) 682-0534,35.994166; -78.880323
WEST END COMMUNITY CENTER,DURHAM,705 KENT ST,,27701,NC,,35.996219; -78.917736
NO GREATER LOVE,DURHAM,314 N HYDE PARK AVE,,27703,NC,,35.988662; -78.8815259
THE PATRON MEXICAN GRILL,DURHAM,3438 HILLSBOROUGH ROAD,,27705,NC,(919) 937-9971,36.0197975; -78.9474208
DOGSTAR TATTOO,DURHAM,807 E MAIN ST 6 101,,27701,NC,(919) 682-0000,35.990767; -78.8903092
JUMBO CHINA,DURHAM,1839 MARTIN LUTHER KING JR BLV,,27707,NC,(919) 489-7474,35.9608532; -78.9594036
BAGUETTABOUTIT FOOD TRUCK,DURHAM,2945 122 S MIAMI BLVD,,27707,NC,(919) 521-2111,35.9244845; -78.8434017
ROLLIN DOGS,DURHAM,607 ELLIS ROAD,,27703,NC,(919) 414-2551,35.9708359; -78.8668419
GRIFOL'S CAFETERIA SODEXO,DURHAM,79 TW ALEXANDER DRIVE BUILDING 4101,,27709,NC,(919) 316-2412,35.9070347; -78.876914
CHANCELLORS RIDGE,DURHAM,909 CHANCELLORS RIDGE DRIVE,,27713,NC,,35.8888193; -78.9517878
THE FLATS @ 55 TWELVE,DURHAM,5512 SUNLIGHT DR,,27701,NC,,35.9607577; -78.9957371
MERIWETHER PLACE APT,DURHAM,4001 MERRIWETHER DR,,27704,NC,,36.0417072; -78.8908016
AMERICAN TOBACCO BAY 7,DURHAM,324 BLACKWELL STREET BAY 7,,27701,NC,,35.9936461; -78.9051667
FIRST LEDGE ROCK,DURHAM,4719 REDWOOD RD,,27704,NC,(919) 688-8806,36.0535107; -78.7836009
BARTLETT RESERVE IFS,DURHAM,300 MEREDITH DR,,27713,NC,(919) 361-1234,35.900175; -78.899324
COVENANT COMMUNITY PARTNERS,DURHAM,1803 CHAPEL HILL RD.,,27707,NC,,35.99024; -78.923581
TENDER HANDS,DURHAM,308 PEARSON DR.,,27713,NC,,35.9365873; -78.9192495
WEE WISDOM,DURHAM,1125 DREW ST.,,27701,NC,,36.002342; -78.880851
MAGNOLIA PLACE HOA WADING,DURHAM,1606 MAGNOLIA OAK PLACE,,27703,NC,,35.9336561; -78.8209184
HAMPTON APTS RTP,DURHAM,300 SEAFORTH DR,,27713,NC,,35.9048093; -78.9027208
SHERATON IMPERIAL,MORRISVILLE,4700 EMPEROR DRIVE,,27560,NC,,35.8779479; -78.8384012
JORDAN HIGH SCHOOL LUNCHROOM,DURHAM,6806 GARRETT ROAD,,27707,NC,(919) 560-3912,35.9232466; -78.9620817
FOREST AT DUKE  IFS,DURHAM,2701 PICKETT RD,,27705,NC,(919) 419-4010,35.9737738; -78.9483332
SOUTHERN HIGH SCHOOL LUNCHROOM,DURHAM,800 CLAYTON ROAD,,27703,NC,(919) 560-3968,36.0000791; -78.829234
GLENN SCHOOL LUNCHROOM,DURHAM,2415 GEER STREET,,27704,NC,(919) 560-3920,36.029499; -78.837487
RESIDENCE INN,DURHAM,201 RESIDENCE INN BLVD,,27713,NC,(919) 361-1200,35.9041757; -78.8974251
DAYS INN,DURHAM,3460 HILLSBOROUGH RD,,27705,NC,(919) 383-1551,36.0212969; -78.9478183
HOPE FAMILY CARE SERVICES,DURHAM,1229 BERKELEY STREET,,27705,NC,(919) 608-5267,36.018897; -78.915754
LODGE AT SOUTHPOINT APTS,DURHAM,1300 KNOLL CIRCLE,,27713,NC,,35.9020399; -78.9536528
LUXURY INN,DURHAM,600 WILLARD ST,,27701,NC,,35.99373; -78.908129
SPA HEALTH CLUB,DURHAM,3419 HILLSBOROUGH RD,,27705,NC,,36.0184133; -78.947422
SPRINGHILL SUITES - SPA,DURHAM,920 SLATER ROAD,,27703,NC,,35.8760295; -78.8374078
DOMINO'S,DURHAM,1201 COLE MILL RD.,,27705,NC,(919) 383-8399,36.0233997; -78.9537665
EARLY START ACADEMY,DURHAM,702 TRENT DR.,,27705,NC,(919) 286-1144,36.0110694; -78.9305014
MX,DURHAM,SEASONAL STATUS CLOSED,,27703,NC,(919) 806-7410,
BUDDHALICIOUS FOOD TRUCK,DURHAM,1102 HOLLOWAY ST (WE BEA GRILLIN),,27705,NC,(919) 309-4864,35.9943757; -78.8816808
A NEW BEGINNING IV,DURHAM,702 E MAYNARD AVE,,27704,NC,(919) 220-0051,36.027348; -78.88414
CITY BARBEQUE,DURHAM,208 W NC HWY 54,,27713,NC,(919) 237-9509,35.9113619; -78.937528
COSTA AZUL RESTAURANT AND BAR,DURHAM,3218 GUESS ROAD,,27705,NC,(919) 620-0971,36.0371357; -78.9285545
NELLIE'S ADULT CARE HOME 1,DURHAM,2410 FRANCIS STREET,,27707,NC,(919) 949-6019,35.975162; -78.932845
Y E SMITH ELEM  STEPPING STONE,DURHAM,2410 E. MAIN ST.,,27703,NC,,35.9855544; -78.8725907
DUKE WEST UNION CAFE SALADELIA,DURHAM,406 CHAPEL DR,,27708,NC,(919) 660-3900,36.001517; -78.9391734
THE BAGEL BAR,DURHAM,104 CITY HALL PLAZA SUITE 101,,27701,NC,(919) 294-6661,35.9959577; -78.8995561
"DUKE UNIVERSITY, WEST UNION AU BON PAIN",DURHAM,406 CHAPEL DR,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
BAGUETTABOUTIT 2,DURHAM,2945 S MIAMI BLVD #122,,27707,NC,(919) 521-2111,35.9244845; -78.8434017
CROASDAILE VILLAGE DINNING,DURHAM,2600 CROASDAILE FARM PKWY,,27705,NC,(919) 384-2485,36.046719; -78.9386752
SAIGON LILY,DURHAM,4310 S MIAMI BLVD,,27709,NC,(914) 330-9111,35.8987439; -78.8503645
DURHAM RIDGE ASSISTED LIVING IFS,DURHAM,3420 HOLLOWAY ST,,27703,NC,(919) 596-9464,35.9824671; -78.8295962
COMFORT INN,DURHAM,3508 MT MORIAH RD,,27707,NC,(919) 419-0535,35.9535388; -78.9944682
EMPIRE EATS FOOD TRUCK (RED TRUCK),DURHAM,321 W GEER ST,,27701,NC,(919) 282-3748,36.0035359; -78.8996989
MRS. JENNIES PLACE,DURAHM,801 GILBERT ST.,,27701,NC,,35.9961326; -78.8893572
OAK OF NORTHGATE 2,DURHAM,1306 LEON ST.,,27705,NC,,36.0255996; -78.9126585
STARBUCKS COFFEE 23693,DURHAM,4201 N ROXBORO ST,,27704,NC,(919) 451-7305,36.0478683; -78.90373
CARING HANDS SKYBROOK,DURHAM,2905 SKYBROOK LANE,,27703,NC,(984) 219-6926,35.9250029; -78.830739
CARING HANDS PEBBLESTONE,DURHAM,308 PEBBLESTONE DR.,,27703,NC,(919) 402-7421,36.0046615; -78.812347
GOOD STUFF CATERING,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 455-6151,35.9965963; -78.9158568
SUBWAY,DURHAM,2301 ERWIN ROAD,,27710,NC,(919) 286-8336,36.0070978; -78.9371233
AZTECA GRILL,DURHAM,1929 CHAPEL HILL RD,,27707,NC,(919) 403-2527,35.9871664; -78.9259587
LA JAROCHITA,DURHAM,4310 S MIAMI BLVD,,27710,NC,(919) 270-8588,35.8987439; -78.8503645
DOVE,DURHAM,1217 HOLLOWAY ST.,,27701,NC,,35.9945548; -78.8785159
DUKE UNIVERSITY WEST UNION GYOTAKU,DURHAM,406 CHAPEL DR,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
CINCO DE MAYO MEXICAN RESTAURANT,DURHAM,4818 NC HWY 55,,27713,NC,,35.9001752; -78.8962509
LITTLE FAMILY HOME CARE,DURHAM,1012 DAVINCI ST,,27704,NC,(919) 358-7520,36.0298919; -78.875753
DUKE UNIVERSITY WEST UNION JB'S ROAST & CHOPS,DURHAM,406 CHAPEL DR,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
PEONY ASIAN BISTRO,DURHAM,3515 WITHERSPOON BLVD. SUITE 108,,27707,NC,(919) 419-8800,35.9515274; -78.9893228
BULL CITY FITNESS & SPORTS,DURHAM,1101 E. CORNWALLIS,,27713,NC,,35.948573; -78.903111
EVOLUTION CAFE AND CATERING,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 345-9114,35.9965963; -78.9158568
CLOUDS BREWING,DURHAM,905 W. MAIN ST. SUITE 22,,27701,NC,(919) 251-8096,35.9998819; -78.910101
THE BULLPEN AND HEAVENLY BUFFALOE,DURHAM,359 BLACKWELL ST SUITE 130,,27701,NC,(919) 744-3632,35.9929477; -78.904309
AUGUST ESTATES AT UMSTEAD PINES,DURHAM,2713 GREEN LANE DRIVE,,27712,NC,(919) 593-1488,36.0742051; -78.9711951
AHES-GENESIS SCHOOLS OF HOPE,DURHAM,32O9 Y0RKTOWN AVENUE,,27713,NC,(919) 251-8714,35.935163; -78.893526
INSTITUTE OF LEADERS (IDYL),DURHAM,1305 W. CLUB BOULEVARD,,27705,NC,(919) 973-4178,36.016338; -78.913897
21 CCLC RTP,DURHAM,2418 ELLIS RD,,27703,NC,,35.9370045; -78.8508691
MOREHEAD MONT SCHOOL,DURHAM,900 COBB ST.,,27707,NC,,35.9892352; -78.9131623
DECADENT CREATIONS,DURHAM,1101 W CHAPEL HILL ST,,27705,NC,(919) 884-0641,35.9966873; -78.9210582
TASTE THE WORLD,DURHAM,1101 W CHAPEL HILL ST,,27707,NC,(919) 423-2297,35.9966873; -78.9210582
SALT BOX SEAFOOD JOINT,DURHAM,608 N MANGUM ST,,27701,NC,(919) 908-8970,35.9999875; -78.8961667
ALIVIA'S,DURHAM,900 W MAIN ST,,27701,NC,(919) 682-8978,36.0003082; -78.9092206
C AND H CAFETERIA,DURHAM,1720 GUESS RD,SUITE 70,27701,NC,(919) 286-7303,36.0195627; -78.9101242
ROYAL OAKS APTS,DURHAM,3554 WEYMOUTH STREET,,27707,NC,,35.9672073; -78.9492826
TRIANGLE PARK APTS,DURHAM,5011 S ALSTON AVE,,27713,NC,,35.89211; -78.885441
CALVERT PLACE,DURHAM,930 E MAIN ST,,27701,NC,,35.9888433; -78.8903845
STATION NINE APTS,DURHAM,2211 HILLSBOROUGH RD,,27705,NC,(919) 286-3833,36.0095825; -78.9251222
SOUTHERN OAKS @ DAVIS PARK,MORRISVILLE,4407 HOPSON RD,,27560,NC,,35.8786189; -78.860929
DURHAM HILTON INN,DURHAM,3800 HILLSBOROUGH RD,,27705,NC,,36.0262558; -78.9567106
SOUTH TERRACE AND AUBURN APTS,DURHAM,801 WOODCROFT PARKWAY,BLDG 1000,27713,NC,,35.9167469; -78.9144343
CENTURY TRINITY ESTATES,DURHAM,240 IVY MEADOW LANE,,27707,NC,,35.966323; -78.980731
CENTURY CREEK APTS,DURHAM,2850 COURTNEY CREEK BLVD,,27713,NC,,35.9400771; -78.8901035
INNER WEALTH RESIDENTIAL,DURHAM,2 ISAACS WAY,,27713,NC,(919) 201-1626,35.949378; -78.914518
CHANDLER ROAD,DURHAM,342 CHANDLER ROAD,,27707,NC,(919) 334-8979,35.991289; -78.838356
SALVATION ARMY BOYS AND GIRLS,DURHAM,909 LIBERTY STREET,,27701,NC,(919) 682-7842,35.992723; -78.8854674
SANDY RIDGE,DURHAM,1417 OLD OXFORD HIGHWAV,,27704,NC,(919) 560-2695,36.0577148; -78.871103
ROLLINGVIEW MARINA SNACK BAR,DURHAM,3940 FALLS LAKE ROAD,,27703,NC,(919) 489-2481,36.005194; -78.712385
TACO BELL,DURHAM,3821 N DUKE ST,,27704,NC,(919) 471-2911,36.0529223; -78.9050406
T.A. GRADY RECREATION CENTER,DURHAM,531 LAKELAND STREET,,27701,NC,(919) 683-8596,35.9774129; -78.8884339
YMCA OF THE TRIANGLE AREA-DURHAM,DURHAM,1801 FAYETTVILLE ST,,27701,NC,(919) 667-9622,35.9747369; -78.8981013
HOLTON CAREER AND RESOURCE CENTER,DURHAM,401 N. DRIVER ST.,,27703,NC,(919) 354-2750,35.9896508; -78.8788866
CENTRAL PARK SCHOOL FOR CHILDR,DURHAM,724 FOSTER ST,,27701,NC,(919) 682-1200,36.0046199; -78.9009669
KIDDIE KOLLEGE NO 1,DURHAM,618 HOPE STREET,,27707,NC,(919) 688-2821,35.9680262; -78.8972979
MOTORCO MUSIC HALL,DURHAM,723 RIGSBEE AVENUE,,27701,NC,(919) 225-7983,36.0034922; -78.9004358
DOMINOS PIZZA  512,DURHAM,4502 N. ROXBORO ROAD,,27704,NC,(919) 477-1966,36.056518; -78.9027275
PEBBLE CREEK HOA,DURHAM,702 CONSTITUTION DR,,27705,NC,,36.0152174; -78.9680132
PARKWOOD SWIM CLUB,DURHAM,1615 CLERMONT ROAD,,27713,NC,,35.8947698; -78.9037314
BRITISH WOODS APTS,DURHAM,901 CHALKLEVEL,,27705,NC,,36.0491866; -78.9118842
DUKE UNIVERSITY FACULTY CLUB LAP #1,DURHAM,10 FACULTY CLUB DR,,27708,NC,,35.9948176; -78.9506825
HOMEWOOD SUITES (RTP) POOL,DURHAM,4603 CENTRAL PARK DR,,27703,NC,,35.8869458; -78.8486741
TOP PRIORITY,DURHAM,5441 LUMLEY RD STE 103,,27713,NC,,35.9264047; -78.8141602
CREATIVE SUMMER CAMP,DURHAM,5117 HIGHGATE RD. STE. 200,,27713,NC,(919) 423-8844,35.9116243; -78.9457949
CHURCH AT THE PARK,DURHAM,2228 PGE RD. STE. 108,,27703,NC,(919) 539-8492,
PATTERSON PLACE APARTMENTS,DURHAM,3767 SOUTHWEST DURHAM BLVD,,27707,NC,(919) 695-2858,35.9495195; -78.9814871
DPS PRE K R.N. HARRIS ELEMENTARY SCHOOL,DURHAM,1520 COOPER STREET,,27703,NC,(919) 560-3962,35.9714559; -78.8838096
DPS PRE K HOLT ELEMENTARY SCHOOL,DURHAM,4019 HOLT SCHOOL ROAD,,27704,NC,(919) 560-3928,36.0564469; -78.9074309
HEIGHTS AT MERIDIAN,DURHAM,2543 MERIDIAN PARKWAY,,27713,NC,(919) 316-2003,35.910809; -78.9033089
TATTOO ASYLUM,DURHAM,4422 N ROXBORO ST,,27704,NC,(919) 967-4965,36.0563096; -78.9027285
HARRIS TEETER PRODUCE,DURHAM,2107 HILLSBOROUGH ROAD,,27705,NC,(919) 286-1500,36.0097909; -78.9242229
COMP COMM CARE INC-BRENTWOOD HOME,DURHAM,4905 BRENTWOOD DR,,27713,NC,(919) 489-4202,35.89655; -78.9080146
PHILLIPS RESEARCH PARK APARTMENTS,DURHAM,1533 ELLIS ROAD,,27703,NC,,35.9456326; -78.8655109
RUSSELL MEMORIAL CHURCH,DURHAM,703 S. ALSTON AVE,,27701,NC,(919) 956-7985,35.9799469; -78.8910547
DURHAM TEEN CENTER,DURHAM,1101 CORNELL ST,,27707,NC,(919) 354-2730,35.9893871; -78.9190633
WHITE ROCK CHURCH,DURHAM,3400 FAYETTEVILLE ST.,,27707,NC,(919) 688-8136,35.9572751; -78.9091009
LAKEWOOD MONTESSORI,DURHAM,2119 CHAPEL HILL RD.,,27707,NC,(919) 560-2894,35.9846983; -78.9285288
AR- RAZAQ ISLAMIC CENTER,DURHAM,1009 CHAPEL HILL ROAD,,27701,NC,(919) 493-1230,35.9941417; -78.921558
TIENDA MI TIERRA,DURHAM,4226 GARRETT RD SUITE C,,27707,NC,(919) 323-9366,35.9595099; -78.976211
THE DOG HOUSE,DURHAM,2009 GUESS RD,,27704,NC,(919) 286-9200,36.0226642; -78.9178819
FOOD LION PRODUCE  #747,DURHAM,3500 N ROXBORO ST,,27704,NC,(919) 220-7651,36.0374035; -78.8926739
SOUTHWIND REHAB POOL,DURHAM,2315 SPARGER RD,,27705,NC,,36.0341137; -78.9817782
COPPER MILL APTS,DURHAM,5140 COPPER RIDGE DR,,27707,NC,(919) 493-1516,35.9177954; -78.9646144
BRIDGES AT WIND RIVER,MORRISVILLE,200 WIND RIVER PARKWAY,,27560,NC,,35.917898; -78.811346
BOJANGLES #10,DURHAM,1712 S. MIAMI BOULEVARD,,27703,NC,(919) 596-4330,35.9479459; -78.8381075
DEVINE'S RESTAURANT,DURHAM,904 W MAIN ST,,27701,NC,(919) 682-0228,36.000449; -78.9093465
FOSTER'S MARKET,DURHAM,2694 CHAPEL HILL BLVD,,27707,NC,(919) 489-3944,35.9742824; -78.9315956
WHEELS ROLLER SKATING CENTER,DURHAM,715 N HOOVER ROAD,,27703,NC,(919) 598-1944,36.003017; -78.86138
HANDY CHINESE RESTAURANT,DURHAM,5279 N ROXBORO RD,,27704,NC,(919) 471-0237,36.0765775; -78.9114595
METRO EXPRESS MARKET & GRILL,DURHAM,2500 ERWIN RD,,27705,NC,(919) 688-8181,36.0091139; -78.943083
CALIFORNIA PIZZA KITCHEN,DURHAM,6910 FAYETTEVILLE ROAD,SUITE 154,27713,NC,(919) 361-4200,35.903599; -78.941906
KROGER R 381 DELI,DURHAM,3825 S ROXBORO ST,SUITE 101,27707,NC,(919) 493-3350,35.9495321; -78.9211694
BOJANGLES #32,DURHAM,5425 S MIAMI BLVD,,27703,NC,(919) 941-5620,35.8787856; -78.8500504
THAI LANA,DURHAM,5410 F HWY 55 GREENWOOD COMM,,27713,NC,(919) 484-0808,35.889646; -78.8971134
CRUIZERS  20,DURHAM,1914 SEDWICK ROAD,,27713,NC,(919) 929-9979,35.88854; -78.896054
THE MALLARD,DURHAM,4023 WAKE FOREST HIGHWAY,,27703,NC,,35.9789452; -78.8080061
LOCAL 22 KITCHEN AND BAR,DURHAM,2200 W MAIN STREET SUITE B 130,,27705,NC,(919) 286-9755,36.0081313; -78.9261556
